FURYU CORP,"3,100","33,192.27","25,739.21","(7,453.06)",JAPAN,Consumer Discretionary,Consumer Durables & Apparel
KOMATSU MATERE CO LTD,"2,800","16,726.04","23,186.49","6,460.45",JAPAN,Consumer Discretionary,Consumer Durables & Apparel
TSUTSUMI JEWELRY CO LTD,"1,400","32,219.47","20,455.63","(11,763.84)",JAPAN,Consumer Discretionary,Consumer Durables & Apparel
FIELDS CORP,"2,600","34,193.27","17,358.21","(16,835.06)",JAPAN,Consumer Discretionary,Consumer Durables & Apparel
NIHON TRIM CO LTD,900,"29,761.17","16,687.64","(13,073.53)",JAPAN,Consumer Discretionary,Consumer Durables & Apparel
ATSUGI CO LTD,"4,200","43,854.68","15,735.89","(28,118.79)",JAPAN,Consumer Discretionary,Consumer Durables & Apparel
SANYO SHOKAI LTD,"2,100","49,550.17","15,024.84","(34,525.33)",JAPAN,Consumer Discretionary,Consumer Durables & Apparel
RIBERESUTE CORP,"1,900","17,470.78","10,698.91","(6,771.87)",JAPAN,Consumer Discretionary,Consumer Durables & Apparel
BAROQUE JAPAN LTD,"1,700","16,904.11","10,185.86","(6,718.25)",JAPAN,Consumer Discretionary,Consumer Durables & Apparel
TAKIHYO CO LTD,"1,400","30,105.48","10,057.78","(20,047.70)",JAPAN,Consumer Discretionary,Consumer Durables & Apparel
HONMA GOLF LTD,"18,000","18,945.31","8,028.60","(10,916.71)",JAPAN,Consumer Discretionary,Consumer Durables & Apparel
SOTOH CO LTD,"1,200","10,377.33","7,525.67","(2,851.66)",JAPAN,Consumer Discretionary,Consumer Durables & Apparel
AINAVO HOLDINGS CO LTD,"1,100","10,810.90","7,190.02","(3,620.88)",JAPAN,Consumer Discretionary,Consumer Durables & Apparel
HOUSE DO CO LTD,"1,000","25,479.64","6,043.21","(19,436.43)",JAPAN,Consumer Discretionary,Consumer Durables & Apparel
DYNIC CORP,"1,000","10,577.59","4,674.10","(5,903.49)",JAPAN,Consumer Discretionary,Consumer Durables & Apparel
YAMATO INTERNATIONAL INC,"2,000","11,250.60","4,063.16","(7,187.44)",JAPAN,Consumer Discretionary,Consumer Durables & Apparel
DAIDOH LTD,"4,000","18,852.39","3,974.83","(14,877.56)",JAPAN,Consumer Discretionary,Consumer Durables & Apparel
ORIENTAL LAND CO LTD/JAPAN,"6,325","429,802.30","880,858.26","451,055.96",JAPAN,Consumer Discretionary,Consumer Services
HEIWA CORP,"43,036","706,151.49","637,675.96","(68,475.53)",JAPAN,Consumer Discretionary,Consumer Services
SKYLARK HOLDINGS CO LTD,"45,400","660,047.40","531,011.73","(129,035.67)",JAPAN,Consumer Discretionary,Consumer Services
ZENSHO HOLDINGS CO LTD,"17,600","245,483.32","422,332.62","176,849.30",JAPAN,Consumer Discretionary,Consumer Services
RESORTTRUST INC,"24,100","302,529.52","393,816.93","91,287.41",JAPAN,Consumer Discretionary,Consumer Services
BENESSE HOLDINGS INC,"23,500","528,751.19","380,033.86","(148,717.33)",JAPAN,Consumer Discretionary,Consumer Services
YOSHINOYA HOLDINGS CO LTD,"19,500","338,434.81","357,977.26","19,542.45",JAPAN,Consumer Discretionary,Consumer Services
FOOD & LIFE COS LTD,"15,800","253,638.71","336,806.15","83,167.44",JAPAN,Consumer Discretionary,Consumer Services
COLOWIDE CO LTD,"19,300","228,466.54","260,828.08","32,361.54",JAPAN,Consumer Discretionary,Consumer Services
TORIDOLL HOLDINGS CORP,"13,000","113,519.25","220,661.73","107,142.48",JAPAN,Consumer Discretionary,Consumer Services
FUJI KYUKO CO LTD,"7,000","196,981.07","216,407.20","19,426.13",JAPAN,Consumer Discretionary,Consumer Services
CREATE RESTAURANTS HOLDINGS IN,"30,300","128,547.04","208,311.80","79,764.76",JAPAN,Consumer Discretionary,Consumer Services
KOMEDA HOLDINGS CO LTD,"12,000","208,520.87","203,246.11","(5,274.76)",JAPAN,Consumer Discretionary,Consumer Services
OHSHO FOOD SERVICE CORP,"3,100","103,823.34","159,500.94","55,677.60",JAPAN,Consumer Discretionary,Consumer Services
MCDONALD'S HOLDINGS CO JAPAN L,"4,300","137,702.25","156,357.89","18,655.64",JAPAN,Consumer Discretionary,Consumer Services
ROUND ONE CORP,"13,500","110,310.61","151,738.98","41,428.37",JAPAN,Consumer Discretionary,Consumer Services
TOKYOTOKEIBA CO LTD,"4,800","132,186.29","138,677.26","6,490.97",JAPAN,Consumer Discretionary,Consumer Services
MONOGATARI CORP/THE,"3,000","109,522.11","129,402.67","19,880.56",JAPAN,Consumer Discretionary,Consumer Services
KYORITSU MAINTENANCE CO LTD,"3,200","46,693.38","119,185.90","72,492.52",JAPAN,Consumer Discretionary,Consumer Services
SAN HOLDINGS INC,"8,900","82,906.54","118,705.97","35,799.43",JAPAN,Consumer Discretionary,Consumer Services
PLENUS CO LTD,"6,600","110,779.28","96,919.51","(13,859.77)",JAPAN,Consumer Discretionary,Consumer Services
LITALICO INC,"5,600","73,552.64","88,005.59","14,452.95",JAPAN,Consumer Discretionary,Consumer Services
DOUTOR NICHIRES HOLDINGS CO LT,"7,300","107,032.67","82,749.99","(24,282.68)",JAPAN,Consumer Discretionary,Consumer Services
MOS FOOD SERVICES INC,"3,500","63,768.93","80,379.82","16,610.89",JAPAN,Consumer Discretionary,Consumer Services
KFC HOLDINGS JAPAN LTD,"3,800","83,540.47","79,521.55","(4,018.92)",JAPAN,Consumer Discretionary,Consumer Services
HIS CO LTD,"5,300","80,258.54","79,233.74","(1,024.80)",JAPAN,Consumer Discretionary,Consumer Services
CURVES HOLDINGS CO LTD,"16,200","115,903.09","78,701.55","(37,201.54)",JAPAN,Consumer Discretionary,Consumer Services
AIRTRIP CORP,"3,900","107,569.62","73,030.80","(34,538.82)",JAPAN,Consumer Discretionary,Consumer Services
ARCLAND SERVICE HOLDINGS CO LT,"4,700","71,268.13","72,616.39","1,348.26",JAPAN,Consumer Discretionary,Consumer Services
ROYAL HOLDINGS CO LTD,"4,000","38,845.52","70,251.37","31,405.85",JAPAN,Consumer Discretionary,Consumer Services
KURA SUSHI INC,"3,000","20,496.70","69,890.69","49,393.99",JAPAN,Consumer Discretionary,Consumer Services
RISO KYOIKU CO LTD,"28,700","79,685.43","67,390.23","(12,295.20)",JAPAN,Consumer Discretionary,Consumer Services
DYNAM JAPAN HOLDINGS CO LTD,"75,169","126,010.13","66,959.94","(59,050.19)",JAPAN,Consumer Discretionary,Consumer Services
ATOM CORP,"11,300","71,103.45","65,044.35","(6,059.10)",JAPAN,Consumer Discretionary,Consumer Services
SAIZERIYA CO LTD,"2,900","49,937.95","57,378.82","7,440.87",JAPAN,Consumer Discretionary,Consumer Services
ICHIBANYA CO LTD,"1,400","31,504.17","48,485.52","16,981.35",JAPAN,Consumer Discretionary,Consumer Services
HIDAY HIDAKA CORP,"2,964","40,986.51","45,009.25","4,022.74",JAPAN,Consumer Discretionary,Consumer Services
KAPPA CREATE CO LTD,"4,100","41,414.85","43,337.38","1,922.53",JAPAN,Consumer Discretionary,Consumer Services
KOSHIDAKA HOLDINGS CO LTD,"6,800","64,117.13","38,040.56","(26,076.57)",JAPAN,Consumer Discretionary,Consumer Services
ROCK FIELD CO LTD,"3,400","32,262.72","36,338.74","4,076.02",JAPAN,Consumer Discretionary,Consumer Services
AEON FANTASY CO LTD,"1,700","26,821.30","33,585.81","6,764.51",JAPAN,Consumer Discretionary,Consumer Services
ST MARC HOLDINGS CO LTD,"2,800","91,065.85","32,625.96","(58,439.89)",JAPAN,Consumer Discretionary,Consumer Services
MEIKO NETWORK JAPAN CO LTD,"6,900","30,692.19","31,286.30",594.11,JAPAN,Consumer Discretionary,Consumer Services
OPEN DOOR INC,"2,100","63,803.20","28,488.46","(35,314.74)",JAPAN,Consumer Discretionary,Consumer Services
CENTRAL SPORTS CO LTD,"1,400","28,230.31","25,731.85","(2,498.46)",JAPAN,Consumer Discretionary,Consumer Services
RINGER HUT CO LTD,"1,500","25,105.09","25,714.92",609.83,JAPAN,Consumer Discretionary,Consumer Services
KISOJI CO LTD,"1,600","35,659.26","25,709.76","(9,949.50)",JAPAN,Consumer Discretionary,Consumer Services
ADVENTURE INC,400,"30,760.74","24,732.25","(6,028.49)",JAPAN,Consumer Discretionary,Consumer Services
JP-HOLDINGS INC,"12,900","37,335.62","23,928.45","(13,407.17)",JAPAN,Consumer Discretionary,Consumer Services
STEP CO LTD,"1,800","26,405.54","22,484.27","(3,921.27)",JAPAN,Consumer Discretionary,Consumer Services
IBJ INC,"3,800","34,358.46","21,146.07","(13,212.39)",JAPAN,Consumer Discretionary,Consumer Services
EAT&HOLDINGS CO LTD,"1,200","23,880.01","21,013.58","(2,866.43)",JAPAN,Consumer Discretionary,Consumer Services
TOSHO CO LTD,"2,200","25,244.14","20,145.01","(5,099.13)",JAPAN,Consumer Discretionary,Consumer Services
QB NET HOLDINGS CO LTD,"2,000","32,284.50","19,785.80","(12,498.70)",JAPAN,Consumer Discretionary,Consumer Services
FUJIO FOOD GROUP INC,"2,000","34,919.03","19,329.43","(15,589.60)",JAPAN,Consumer Discretionary,Consumer Services
RIDE ON EXPRESS HOLDINGS CO LT,"2,000","19,463.35","17,798.39","(1,664.96)",JAPAN,Consumer Discretionary,Consumer Services
HOTLAND CO LTD,"1,800","22,364.49","17,462.74","(4,901.75)",JAPAN,Consumer Discretionary,Consumer Services
GENKI SUSHI CO LTD,900,"20,653.94","16,780.39","(3,873.55)",JAPAN,Consumer Discretionary,Consumer Services
AMIYAKI TEI CO LTD,700,"24,252.64","15,096.98","(9,155.66)",JAPAN,Consumer Discretionary,Consumer Services
SHIDAX CORP,"2,600","12,298.49","13,166.98",868.49,JAPAN,Consumer Discretionary,Consumer Services
JOBAN KOSAN CO LTD,"1,000","12,961.47","9,348.20","(3,613.27)",JAPAN,Consumer Discretionary,Consumer Services
GAKKYUSHA CO LTD,800,"11,581.61","9,339.37","(2,242.24)",JAPAN,Consumer Discretionary,Consumer Services
TOKYO INDIVIDUALIZED EDUCATION,"2,000","11,532.36","9,186.26","(2,346.10)",JAPAN,Consumer Discretionary,Consumer Services
SPRIX LTD,"1,200","14,268.86","8,453.13","(5,815.73)",JAPAN,Consumer Discretionary,Consumer Services
TSUKADA GLOBAL HOLDINGS INC,"3,200","21,373.78","8,196.97","(13,176.81)",JAPAN,Consumer Discretionary,Consumer Services
GIFT INC,500,"10,729.61","7,879.72","(2,849.89)",JAPAN,Consumer Discretionary,Consumer Services
BEAUTY GARAGE INC,400,"13,986.44","7,399.07","(6,587.37)",JAPAN,Consumer Discretionary,Consumer Services
HEIAN CEREMONY SERVICE CO LTD,"1,300","11,297.60","7,368.15","(3,929.45)",JAPAN,Consumer Discretionary,Consumer Services
JAPAN BEST RESCUE SYSTEM CO LT,"1,300","9,731.58","7,071.51","(2,660.07)",JAPAN,Consumer Discretionary,Consumer Services
KEYHOLDER INC,"1,200","11,177.70","5,918.07","(5,259.63)",JAPAN,Consumer Discretionary,Consumer Services
MATSUYAFOODS HOLDINGS CO LTD,200,"3,609.72","5,734.05","2,124.33",JAPAN,Consumer Discretionary,Consumer Services
SILVER LIFE CO LTD,500,"11,598.50","5,597.88","(6,000.62)",JAPAN,Consumer Discretionary,Consumer Services
TEAR CORP,"1,700","17,689.14","5,480.84","(12,208.30)",JAPAN,Consumer Discretionary,Consumer Services
SURALA NET CO LTD,400,"10,992.51","3,047.37","(7,945.14)",JAPAN,Consumer Discretionary,Consumer Services
DCM HOLDINGS CO LTD,"419,200","3,868,716.35","3,202,897.17","(665,819.18)",JAPAN,Consumer Discretionary,Retailing
KOHNAN SHOJI CO LTD,"74,700","1,976,557.17","2,012,454.43","35,897.26",JAPAN,Consumer Discretionary,Retailing
TAKASHIMAYA CO LTD,"163,100","1,719,092.43","1,596,724.43","(122,368.00)",JAPAN,Consumer Discretionary,Retailing
FAST RETAILING CO LTD,"2,458","859,441.30","1,286,037.60","426,596.30",JAPAN,Consumer Discretionary,Retailing
EDION CORP,"108,000","910,787.53","1,011,990.72","101,203.19",JAPAN,Consumer Discretionary,Retailing
K'S HOLDINGS CORP,"96,400","964,529.04","938,064.84","(26,464.20)",JAPAN,Consumer Discretionary,Retailing
J FRONT RETAILING CO LTD,"102,400","907,584.56","874,343.95","(33,240.61)",JAPAN,Consumer Discretionary,Retailing
H2O RETAILING CORP,"106,649","1,230,529.76","825,056.85","(405,472.91)",JAPAN,Consumer Discretionary,Retailing
KOMERI CO LTD,"42,100","1,097,434.51","817,177.86","(280,256.65)",JAPAN,Consumer Discretionary,Retailing
YAMADA HOLDINGS CO LTD,"222,800","940,566.36","800,312.08","(140,254.28)",JAPAN,Consumer Discretionary,Retailing
ISETAN MITSUKOSHI HOLDINGS LTD,"91,900","701,959.95","744,102.17","42,142.22",JAPAN,Consumer Discretionary,Retailing
RYOHIN KEIKAKU CO LTD,"63,500","798,771.10","646,428.17","(152,342.93)",JAPAN,Consumer Discretionary,Retailing
SHIMAMURA CO LTD,"5,500","523,369.93","482,168.48","(41,201.45)",JAPAN,Consumer Discretionary,Retailing
NISSAN TOKYO SALES HOLDINGS CO,"232,541","944,020.82","450,173.22","(493,847.60)",JAPAN,Consumer Discretionary,Retailing
PAN PACIFIC INTERNATIONAL HOLD,"28,048","328,908.83","446,975.96","118,067.13",JAPAN,Consumer Discretionary,Retailing
NITORI HOLDINGS CO LTD,"4,612","401,633.41","437,758.93","36,125.52",JAPAN,Consumer Discretionary,Retailing
ARATA CORP,"15,200","614,818.21","436,906.99","(177,911.22)",JAPAN,Consumer Discretionary,Retailing
IZUMI CO LTD,"18,400","452,902.17","413,764.67","(39,137.50)",JAPAN,Consumer Discretionary,Retailing
NOJIMA CORP,"16,900","380,000.03","350,302.90","(29,697.13)",JAPAN,Consumer Discretionary,Retailing
BELLUNA CO LTD,"58,500","364,817.76","320,801.59","(44,016.17)",JAPAN,Consumer Discretionary,Retailing
YELLOW HAT LTD,"25,200","297,346.72","318,675.05","21,328.33",JAPAN,Consumer Discretionary,Retailing
BIC CAMERA INC,"35,200","339,483.42","303,664.94","(35,818.48)",JAPAN,Consumer Discretionary,Retailing
GEO HOLDINGS CORP,"32,000","380,025.64","290,898.39","(89,127.25)",JAPAN,Consumer Discretionary,Retailing
JOSHIN DENKI CO LTD,"19,400","378,653.82","277,601.85","(101,051.97)",JAPAN,Consumer Discretionary,Retailing
ALPEN CO LTD,"17,000","264,448.90","252,894.63","(11,554.27)",JAPAN,Consumer Discretionary,Retailing
USS CO LTD,"14,425","186,202.28","249,415.37","63,213.09",JAPAN,Consumer Discretionary,Retailing
PALTAC CORP,"7,850","312,955.47","242,685.22","(70,270.25)",JAPAN,Consumer Discretionary,Retailing
DOSHISHA CO LTD,"20,900","316,900.49","241,683.41","(75,217.08)",JAPAN,Consumer Discretionary,Retailing
SERIA CO LTD,"13,100","285,205.40","232,387.47","(52,817.93)",JAPAN,Consumer Discretionary,Retailing
ABC-MART INC,"5,100","220,737.13","225,240.14","4,503.01",JAPAN,Consumer Discretionary,Retailing
ARCLAND SAKAMOTO CO LTD,"20,200","245,359.92","224,370.10","(20,989.82)",JAPAN,Consumer Discretionary,Retailing
NEXTAGE CO LTD,"11,400","141,957.56","195,936.84","53,979.28",JAPAN,Consumer Discretionary,Retailing
WORLD CO LTD,"19,300","210,184.50","194,200.43","(15,984.07)",JAPAN,Consumer Discretionary,Retailing
MERCARI INC,"13,400","261,205.35","192,337.41","(68,867.94)",JAPAN,Consumer Discretionary,Retailing
AUTOBACS SEVEN CO LTD,"18,400","270,725.47","189,343.04","(81,382.43)",JAPAN,Consumer Discretionary,Retailing
XEBIO HOLDINGS CO LTD,"27,300","374,833.61","186,280.22","(188,553.39)",JAPAN,Consumer Discretionary,Retailing
AOKI HOLDINGS INC,"34,800","251,076.59","178,540.35","(72,536.24)",JAPAN,Consumer Discretionary,Retailing
NAFCO CO LTD,"15,300","254,188.82","177,038.75","(77,150.07)",JAPAN,Consumer Discretionary,Retailing
KOMEHYO HOLDINGS CO LTD,"8,000","130,794.73","171,064.74","40,270.01",JAPAN,Consumer Discretionary,Retailing
JOYFUL HONDA CO LTD,"13,600","153,776.56","158,569.06","4,792.50",JAPAN,Consumer Discretionary,Retailing
HAPPINET CORP,"13,100","151,092.96","153,317.88","2,224.92",JAPAN,Consumer Discretionary,Retailing
RAKUTEN GROUP INC,"33,613","339,207.21","151,419.93","(187,787.28)",JAPAN,Consumer Discretionary,Retailing
SANRIO CO LTD,"6,300","114,179.14","143,060.61","28,881.47",JAPAN,Consumer Discretionary,Retailing
KOJIMA CO LTD,"28,900","119,068.76","139,123.33","20,054.57",JAPAN,Consumer Discretionary,Retailing
HONEYS HOLDINGS CO LTD,"14,900","135,852.79","126,565.83","(9,286.96)",JAPAN,Consumer Discretionary,Retailing
NISHIMATSUYA CHAIN CO LTD,"12,000","112,005.07","126,222.81","14,217.74",JAPAN,Consumer Discretionary,Retailing
WORKMAN CO LTD,"3,200","138,446.72","125,074.53","(13,372.19)",JAPAN,Consumer Discretionary,Retailing
KEIYO CO LTD,"18,300","114,930.02","122,175.11","7,245.09",JAPAN,Consumer Discretionary,Retailing
ASKUL CORP,"9,500","123,828.63","113,142.69","(10,685.94)",JAPAN,Consumer Discretionary,Retailing
IDOM INC,"20,600","152,389.25","113,117.66","(39,271.59)",JAPAN,Consumer Discretionary,Retailing
HIKARI TSUSHIN INC,"1,100","142,402.02","112,627.43","(29,774.59)",JAPAN,Consumer Discretionary,Retailing
SPK CORP,"10,700","130,861.68","110,107.10","(20,754.58)",JAPAN,Consumer Discretionary,Retailing
ADASTRIA CO LTD,"6,660","113,913.46","109,762.17","(4,151.29)",JAPAN,Consumer Discretionary,Retailing
JINS HOLDINGS INC,"3,500","99,445.91","109,749.37","10,303.46",JAPAN,Consumer Discretionary,Retailing
KU HOLDINGS CO LTD,"13,000","86,467.34","100,474.77","14,007.43",JAPAN,Consumer Discretionary,Retailing
MRMAX HOLDINGS LTD,"20,500","108,822.41","95,215.49","(13,606.92)",JAPAN,Consumer Discretionary,Retailing
PAL GROUP HOLDINGS CO LTD,"7,000","86,529.92","92,694.42","6,164.50",JAPAN,Consumer Discretionary,Retailing
YAMAE GROUP HOLDINGS CO LTD,"9,600","96,661.25","90,378.71","(6,282.54)",JAPAN,Consumer Discretionary,Retailing
VT HOLDINGS CO LTD,"24,600","105,961.96","87,278.34","(18,683.62)",JAPAN,Consumer Discretionary,Retailing
T-GAIA CORP,"7,000","75,015.12","83,368.29","8,353.17",JAPAN,Consumer Discretionary,Retailing
GSI CREOS CORP,"7,800","46,525.76","80,609.48","34,083.72",JAPAN,Consumer Discretionary,Retailing
ZOZO INC,"4,125","86,051.13","74,238.15","(11,812.98)",JAPAN,Consumer Discretionary,Retailing
AOYAMA TRADING CO LTD,"9,700","253,873.69","64,402.49","(189,471.20)",JAPAN,Consumer Discretionary,Retailing
HARD OFF CORP CO LTD,"8,100","59,295.12","54,494.86","(4,800.26)",JAPAN,Consumer Discretionary,Retailing
SANYO ELECTRIC RAILWAY CO LTD,"3,400","79,128.13","54,207.79","(24,920.34)",JAPAN,Consumer Discretionary,Retailing
PC DEPOT CORP,"20,700","80,860.28","48,148.39","(32,711.89)",JAPAN,Consumer Discretionary,Retailing
SCROLL CORP,"6,500","25,072.45","43,539.07","18,466.62",JAPAN,Consumer Discretionary,Retailing
SYUPPIN CO LTD,"3,900","39,944.04","41,682.68","1,738.64",JAPAN,Consumer Discretionary,Retailing
CENTRAL AUTOMOTIVE PRODUCTS LT,"2,300","42,725.09","39,751.20","(2,973.89)",JAPAN,Consumer Discretionary,Retailing
RACCOON HOLDINGS INC,"3,200","36,313.40","39,312.50","2,999.10",JAPAN,Consumer Discretionary,Retailing
ASAHI CO LTD,"3,600","38,218.96","33,839.02","(4,379.94)",JAPAN,Consumer Discretionary,Retailing
UNITED ARROWS LTD,"2,000","48,545.21","30,782.82","(17,762.39)",JAPAN,Consumer Discretionary,Retailing
BEENOS INC,"1,600","25,832.07","27,876.78","2,044.71",JAPAN,Consumer Discretionary,Retailing
CHIYODA CO LTD,"4,800","84,406.03","27,346.80","(57,059.23)",JAPAN,Consumer Discretionary,Retailing
AUCNET INC,"1,800","20,796.70","27,280.56","6,483.86",JAPAN,Consumer Discretionary,Retailing
MARUZEN CHI HOLDINGS CO LTD,"9,700","31,148.88","27,060.47","(4,088.41)",JAPAN,Consumer Discretionary,Retailing
GOLF DIGEST ONLINE INC,"2,300","17,143.38","23,261.57","6,118.19",JAPAN,Consumer Discretionary,Retailing
KINTETSU DEPARTMENT STORE CO L,"1,200","38,488.02","21,490.56","(16,997.46)",JAPAN,Consumer Discretionary,Retailing
FUJI CORP/MIYAGI,"2,200","21,335.37","19,837.33","(1,498.04)",JAPAN,Consumer Discretionary,Retailing
PREMIUM WATER HOLDINGS INC,900,"24,431.33","18,489.57","(5,941.76)",JAPAN,Consumer Discretionary,Retailing
DEMAE-CAN CO LTD,"5,800","103,654.66","18,357.81","(85,296.85)",JAPAN,Consumer Discretionary,Retailing
